step,action_type,reward_breakdown
476,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
477,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
478,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 2.180467072425644, 'kl_distance': 2.180467072425644, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
479,group,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': -2.0, 'humanity': 0.45, 'rules_based_humanity': 0.45, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
480,group,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.2940132320846069, 'kl_distance': 0, 'compaction_gain': 0.2940132320846069, 'humanity': 1.3499999999999999, 'rules_based_humanity': 1.3499999999999999, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
481,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.1070396659432352, 'kl_distance': 0.1070396659432352, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
482,group,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
483,back,"{'empty_display': 0, 'empty_groupings': -1.8, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': -1.8, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
484,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
485,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
486,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
487,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
488,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.029393874722886106, 'kl_distance': 0, 'compaction_gain': 0.029393874722886106, 'humanity': 0.45, 'rules_based_humanity': 0.45, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
489,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
490,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': -1.3499999999999999, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
491,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': -1.3499999999999999, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
492,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.2940132320846069, 'kl_distance': 0, 'compaction_gain': 0.2940132320846069, 'humanity': 1.3499999999999999, 'rules_based_humanity': 1.3499999999999999, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
493,group,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.168379918879265, 'kl_distance': 0, 'compaction_gain': 0.168379918879265, 'humanity': 0.45, 'rules_based_humanity': 0.45, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
494,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.04680270948977289, 'kl_distance': 0, 'compaction_gain': 0.04680270948977289, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
495,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
496,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
497,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
498,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 1.7192623719896478, 'kl_distance': 1.7192623719896478, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
499,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
500,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0.061403284779000124, 'kl_distance': 0, 'compaction_gain': 0.061403284779000124, 'humanity': 0.45, 'rules_based_humanity': 0.45, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
501,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
502,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
503,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
504,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': -1.3499999999999999, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
505,unknown,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': -1.3499999999999999, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
506,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': -1.3499999999999999, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
507,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 1.2966955585514415, 'kl_distance': 1.2966955585514415, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
508,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 2.079983184629876, 'kl_distance': 2.079983184629876, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
509,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
510,filter,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': -0.9, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
511,back,"{'empty_display': 0, 'empty_groupings': 0, 'same_display_seen_already': 0, 'back': 0, 'diversity': 1.6, 'interestingness': 0, 'kl_distance': 0, 'compaction_gain': 0, 'humanity': 0.0, 'rules_based_humanity': 0.0, 'human_sessions_similarity': 0, 'coherency_score': 0, 'readability_score': 0, 'diversity_components': {'display_distance': 0.2, 'action_novelty': 1.0}, 'interestingness_components': {'kl_divergence': 0, 'compaction_gain': 0, 'information_gain': 0}}"
